https://doi.org/10.1016/j.sab.2021.106098
m/z	Analyte Element Ion	Element Overlap Ion Contains	Overlap ion	Ion type
60	Ni	Ca	43Ca17O	oxide
60	Ni	Ca	43Ca16O1H	hydroxide
60	Ni	Ca	42Ca18O	oxide
60	Ni	Ca	48Ca12C	carbide
60	Ni	Ca	46Ca14N	nitride
60	Ni	Co	59Co1H	hydride
60	Ni	Mg	24Mg36Ar	argide
60	Ni	Na	23Na37Cl	chloride
60	Ni	Mg	25Mg35Cl	chloride
60	Ni	Sn	119Sn++	doubly charged
60	Ni	Sn	120Sn++	doubly charged
60	Ni	Ar	24Mg36Ar	argide
60	Ni	C	48Ti12C	carbide
60	Ni	C	48Ca12C	carbide
60	Ni	Cl	23Na37Cl	chloride
60	Ni	Cl	25Mg35Cl	chloride
60	Ni	N	46Ti14N	nitride
60	Ni	N	46Ca14N	nitride
60	Ni	N	46Ca14N	nitride
61	Ni	Ca	43Ca18O	oxide
61	Ni	Ca	44Ca17O	oxide
61	Ni	Ca	42Ca18O1H	hydroxide
61	Ni	Ti	49Ti12C	carbide
61	Ni	Ti	47Ti14N	nitride
61	Ni	Ca	46Ca15N	nitride
61	Ni	Mg	24Mg37Cl	chloride
61	Ni	Mg	26Mg35Cl	chloride
61	Ni	Ca	43Ca17O1H	hydroxide
61	Ni	Ca	44Ca16O1H	hydroxide
61	Ni	Mg	25Mg36Ar	argide
61	Ni	Na	23Na38Ar	argide
61	Ni	Ni	60Ni1H	hydride
61	Ni	Sc	45Sc16O	oxide
61	Ni	Te	122Te++	doubly charged
61	Ni	Sn	121Sn++	doubly charged
61	Ni	Sn	122Sn++	doubly charged
61	Ni	Ar	25Mg36Ar	argide
61	Ni	Ar	23Na38Ar	argide
61	Ni	C	49Ti12C	carbide
61	Ni	Cl	24Mg37Cl	chloride
61	Ni	Cl	26Mg35Cl	chloride
61	Ni	N	47Ti14N	nitride
61	Ni	N	46Ca15N	nitride
62	Ni	Ca	46Ca16O	oxide
62	Ni	Ti	50Ti12C	carbide
62	Ni	Ti	48Ti14N	nitride
62	Ni	Ca	48Ca14N	nitride
62	Ni	Mg	25Mg37Cl	chloride
62	Ni	Ca	46Ca16O	oxide
62	Ni	Ca	44Ca18O	oxide
62	Ni	Ca	44Ca17O1H	hydroxide
62	Ni	Ca	43Ca18O1H	hydroxide
62	Ni	Mg	26Mg36Ar	argide
62	Ni	Mg	24Mg38Ar	argide
62	Ni	Na	23Na39K	other polyatomic
62	Ni	Na	23Na23Na16O	oxide
62	Ni	Ni	61Ni1H	hydride
62	Ni	Sc	45Sc16O1H	hydroxide
62	Ni	Sc	45Sc17O	oxide
62	Ni	Sn	124Sn++	doubly charged
62	Ni	Te	124Te++	doubly charged
62	Ni	Sr	84Sr40Ar++	doubly charged polyatomic
62	Ni	Ti	46Ti16O	oxide
62	Ni	Te	125Te++	doubly charged
62	Ni	Ar	26Mg36Ar	argide
62	Ni	Ar	24Mg38Ar	argide
62	Ni	C	50Ti12C	carbide
62	Ni	Cl	25Mg37Cl	chloride
62	Ni	Ar	84Sr40Ar++	doubly charged polyatomic
62	Ni	N	48Ti14N	nitride
62	Ni	N	48Ca14N	nitride
62	Ni	K	23Na39K	other polyatomic
63	Cu	Ca	46Ca17O	oxide
63	Cu	Ca	46Ca17O	oxide
63	Cu	Ti	49Ti14N	nitride
63	Cu	Ca	48Ca15N	nitride
63	Cu	Ca	44Ca18O1H	hydroxide
63	Cu	Ca	46Ca16O1H	hydroxide
63	Cu	Na	23Na40Ar	argide
63	Cu	Na	23Na40Ca	other polyatomic
63	Cu	Na	23Na23Na16O1H	hydroxide
63	Cu	Na	23Na23Na17O	oxide
63	Cu	F	14F14F16O	oxide
63	Cu	Ar	40Ar12C14N1H	hydride
63	Cu	Mg	25Mg38Ar	argide
63	Cu	Mg	26Mg37Cl	chloride
63	Cu	Mg	24Mg23Na16O	oxide
63	Cu	Cl	35Cl14N14N	chloride
63	Cu	Cl	37Cl12C14N	other polyatomic
63	Cu	Al	27Al36Ar	argide
63	Cu	Ca	40Ca23Na	other polyatomic
63	Cu	Ni	62Ni1H	hydride
63	Cu	N	15N16O16O16O	trioxide
63	Cu	N	14N16O16O17O	trioxide
63	Cu	I	127I++	doubly charged
63	Cu	C	12C16O35Cl	other polyatomic
63	Cu	P	31P16O16O	dioxide
63	Cu	Sc	45Sc18O	oxide
63	Cu	Sc	45Sc17O1H	hydroxide
63	Cu	Sr	86Sr40Ar++	doubly charged polyatomic
63	Cu	Sr	87Sr40Ar++	doubly charged polyatomic
63	Cu	Te	125Te++	doubly charged
63	Cu	Te	126Te++	doubly charged
63	Cu	Ti	47Ti16O	oxide
63	Cu	Ti	46Ti16O1H	hydroxide
63	Cu	Ti	46Ti17O	oxide
63	Cu	Ar	23Na40Ar	argide
63	Cu	Ar	25Mg38Ar	argide
63	Cu	Ar	27Al36Ar	argide
63	Cu	Cl	26Mg37Cl	chloride
63	Cu	Ar	86Sr40Ar++	doubly charged polyatomic
63	Cu	Ar	87Sr40Ar++	doubly charged polyatomic
63	Cu	N	49Ti14N	nitride
63	Cu	N	48Ca15N	nitride
63	Cu	Ca	23Na40Ca	other polyatomic
63	Cu	N	37Cl12C14N	other polyatomic
63	Cu	Na	40Ca23Na	other polyatomic
63	Cu	Cl	12C16O35Cl	other polyatomic
64	Ni	Ca	46Ca18O	oxide
64	Zn	Ca	46Ca18O	oxide
64	Zn	Ti	50Ti14N	nitride
64	Ni	Ti	50Ti14N	nitride
64	Zn	Na	23Na23Na18O	oxide
64	Ni	Na	23Na23Na18O	oxide
64	Ni	Sr	87Sr40Ar++	doubly charged polyatomic
64	Zn	Sr	87Sr40Ar++	doubly charged polyatomic
64	Ni	Ca	48Ca16O	oxide
64	Ni	Ca	46Ca18O	oxide
64	Ni	Cu	63Cu1H	hydride
64	Ni	Mg	24Mg40Ar	argide
64	Ni	Mg	26Mg38Ar	argide
64	Ni	Mg	24Mg24Mg16O	oxide
64	Ni	Na	23Na40Ar1H	other polyatomic
64	Ni	P	31P16O17O	dioxide
64	Ni	P	31P16O16O1H	other polyatomic
64	Ni	Ar	36Ar14N14N	argide
64	Ni	S	32S32S	sulfide
64	Ni	S	32S16O16O	dioxide
64	Ni	Sc	45Sc18O1H	hydroxide
64	Ni	Sr	88Sr40Ar++	doubly charged polyatomic
64	Ni	Ti	48Ti16O	oxide
64	Ni	Ti	47Ti16O1H	hydroxide
64	Ni	Ti	47Ti17O	oxide
64	Ni	Si	28Si36Ar	argide
64	Ni	I	127I++	doubly charged
64	Ni	Te	128Te++	doubly charged
64	Ni	Ti	46Ti18O	oxide
64	Zn	Ca	48Ca16O	oxide
64	Zn	Ca	46Ca18O	oxide
64	Zn	Cu	63Cu1H	hydride
64	Zn	Mg	24Mg40Ar	argide
64	Zn	Mg	26Mg38Ar	argide
64	Zn	Mg	24Mg24Mg16O	oxide
64	Zn	Na	23Na40Ar1H	other polyatomic
64	Zn	P	31P16O17O	dioxide
64	Zn	P	31P16O16O1H	other polyatomic
64	Zn	Ar	36Ar14N14N	argide
64	Zn	S	32S32S	sulfide
64	Zn	S	32S16O16O	dioxide
64	Zn	Sc	45Sc18O1H	hydroxide
64	Zn	Sr	88Sr40Ar++	doubly charged polyatomic
64	Zn	Ti	48Ti16O	oxide
64	Zn	Ti	47Ti16O1H	hydroxide
64	Zn	Ti	47Ti17O	oxide
64	Zn	Si	28Si36Ar	argide
64	Zn	I	127I++	doubly charged
64	Zn	Te	128Te++	doubly charged
64	Zn	Ti	46Ti18O	oxide
64	Zn	Ca	46Ca17O1H	hydroxide
64	Zn	Ni	64Ni	elemental
64	Ni	Zn	64Zn	elemental
64	Zn	Na	23Na23Na17O1H	hydroxide
64	Ni	Ar	24Mg40Ar	argide
64	Ni	Ar	26Mg38Ar	argide
64	Ni	Ar	36Ar14N14N	argide
64	Ni	Ar	28Si36Ar	argide
64	Zn	Ar	24Mg40Ar	argide
64	Zn	Ar	26Mg38Ar	argide
64	Zn	Ar	36Ar14N14N	argide
64	Zn	Ar	28Si36Ar	argide
64	Ni	Ar	87Sr40Ar++	doubly charged polyatomic
64	Zn	Ar	87Sr40Ar++	doubly charged polyatomic
64	Ni	Ar	88Sr40Ar++	doubly charged polyatomic
64	Zn	Ar	88Sr40Ar++	doubly charged polyatomic
64	Zn	N	50Ti14N	nitride
64	Ni	N	50Ti14N	nitride
64	Ni	Ar	23Na40Ar1H	other polyatomic
64	Zn	Ar	23Na40Ar1H	other polyatomic
65	Cu	Ar	36Ar14N14N1H	hydride
65	Cu	C	12C16O37Cl	other polyatomic
65	Cu	Ba	130Ba++	doubly charged
65	Cu	Ca	48Ca17O	oxide
65	Cu	Ca	46Ca18O1H	hydroxide
65	Cu	Ca	48Ca16O1H	hydroxide
65	Cu	Mg	25Mg40Ar	argide
65	Cu	Mg	24Mg40Ar1H	other polyatomic
65	Cu	Mg	24Mg25Mg16O	oxide
65	Cu	Na	23Na23Na18O1H	hydroxide
65	Cu	Ni	64Ni1H	hydride
65	Cu	P	31P16O18O	dioxide
65	Cu	P	31P17O17O	dioxide
65	Cu	S	32S32S1H	hydride
65	Cu	S	32S33S	sulfide
65	Cu	S	32S16O17O	dioxide
65	Cu	S	32S16O16O1H	other polyatomic
65	Cu	S	33S16O16O	dioxide
65	Cu	Ti	49Ti16O	oxide
65	Cu	Ti	48Ti16O1H	hydroxide
65	Cu	Ti	48Ti17O	oxide
65	Cu	Ti	47Ti18O	oxide
65	Cu	Cl	37Cl14N14N	chloride
65	Cu	Si	29Si36Ar	argide
65	Cu	Al	27Al38Ar	argide
65	Cu	Te	130Te++	doubly charged
65	Cu	Zn	64Zn1H	hydride
65	Cu	Ar	25Mg40Ar	argide
65	Cu	Ar	29Si36Ar	argide
65	Cu	Ar	27Al38Ar	argide
65	Cu	Cl	12C16O37Cl	other polyatomic
65	Cu	Ar	24Mg40Ar1H	other polyatomic
66	Zn	Mg	24Mg40Ar1H	other polyatomic
66	Zn	Ca	48Ca18O1H	hydroxide
66	Zn	S	33S16O16O1H	other polyatomic
66	Zn	B	10B16O40Ar	other polyatomic
66	Zn	Ba	132Ba++	doubly charged
66	Zn	Cr	50Cr16O	oxide
66	Zn	Cu	65Cu1H	hydride
66	Zn	Cl	35Cl14N16O1H	hydroxide
66	Zn	Cl	37Cl12C16O1H	hydroxide
66	Zn	Ar	38Ar14N14N	argide
66	Zn	Mg	26Mg40Ar	argide
66	Zn	Mg	25Mg25Mg16O	oxide
66	Zn	P	31P17O18O	dioxide
66	Zn	S	32S34S	sulfide
66	Zn	S	33S33S	sulfide
66	Zn	S	34S16O16O	dioxide
66	Zn	S	32S17O17O	dioxide
66	Zn	S	33S16O16O1H	other polyatomic
66	Zn	S	33S16O17O	dioxide
66	Zn	S	32S16O18O	dioxide
66	Zn	Ti	50Ti16O	oxide
66	Zn	Ti	49Ti16O1H	hydroxide
66	Zn	Ti	49Ti17O	oxide
66	Zn	Ti	48Ti18O	oxide
66	Zn	Si	28Si38Ar	argide
66	Zn	Ca	48Ca18O	oxide
66	Zn	Ca	48Ca17O1H	hydroxide
66	Zn	V	50V16O	oxide
66	Zn	Si	30Si36Ar	argide
66	Zn	B	10B40Ar16O	other polyatomic
66	Zn	Ar	38Ar14N14N	argide
66	Zn	Ar	26Mg40Ar	argide
66	Zn	Ar	28Si38Ar	argide
66	Zn	Ar	30Si36Ar	argide
66	Zn	Ar	24Mg40Ar1H	other polyatomic
66	Zn	Ar	10B16O40Ar	other polyatomic
67	Zn	Mg	24Mg40Ar1H	other polyatomic
67	Zn	S	34S16O16O1H	other polyatomic
67	Zn	Ar	36Ar14N16O1H	hydroxide
67	Zn	Al	27Al40Ar	argide
67	Zn	B	11B40Ar16O	other polyatomic
67	Zn	B	10B40Ar17O	other polyatomic
67	Zn	Cl	35Cl16O16O	dioxide
67	Zn	Cl	37Cl14N16O	other polyatomic
67	Zn	Ba	134Ba++	doubly charged
67	Zn	Ba	135Ba++	doubly charged
67	Zn	Cr	50Cr16O1H	hydroxide
67	Zn	Mg	25Mg26Mg16O	oxide
67	Zn	Na	23Na14N14N16O	other polyatomic
67	Zn	P	31P18O18O	dioxide
67	Zn	P	31P36Ar	argide
67	Zn	S	33S34S	sulfide
67	Zn	S	32S17O17O1H	hydroxide
67	Zn	S	34S16O16O1H	other polyatomic
67	Zn	S	32S16O18O1H	hydroxide
67	Zn	S	34S16O17O	dioxide
67	Zn	S	33S16O18O	dioxide
67	Zn	S	32S17O18O	dioxide
67	Zn	S	33S17O17O	dioxide
67	Zn	Ti	50Ti17O	oxide
67	Zn	Ti	50Ti16O1H	hydroxide
67	Zn	Ti	49Ti18O	oxide
67	Zn	V	51V16O	oxide
67	Zn	V	50V16O1H	hydroxide
67	Zn	V	50V17O	oxide
67	Zn	Zn	66Zn1H	hydride
67	Zn	Si	29Si38Ar	argide
67	Zn	Ar	27Al40Ar	argide
67	Zn	Ar	31P36Ar	argide
67	Zn	Ar	29Si38Ar	argide
67	Zn	Ar	24Mg40Ar1H	other polyatomic
67	Zn	Ar	11B40Ar16O	other polyatomic
67	Zn	Ar	10B40Ar17O	other polyatomic
67	Zn	N	37Cl14N16O	other polyatomic
67	Zn	N	23Na14N14N16O	other polyatomic
68	Zn	B	11B40Ar17O	other polyatomic
68	Zn	B	10B40Ar18O	other polyatomic
68	Zn	Ar	36Ar18O18O	dioxide
68	Zn	Ar	36Ar16O16O	dioxide
68	Zn	Ar	40Ar14N14N	argide
68	Zn	Ba	136Ba++	doubly charged
68	Zn	Ba	137Ba++	doubly charged
68	Zn	C	12C16O40Ar	other polyatomic
68	Zn	Ce	136Ce++	doubly charged
68	Zn	Cr	52Cr16O	oxide
68	Zn	Cr	50Cr16O1H1H	other polyatomic
68	Ga	La	138La++	doubly charged
68	Zn	Mg	26Mg26Mg16O	oxide
68	Zn	Na	23Na14N14N16O1H	hydroxide
68	Zn	S	32S36S	sulfide
68	Zn	S	34S34S	sulfide
68	Zn	S	36S16O16O	dioxide
68	Zn	S	32S36Ar	argide
68	Zn	S	34S16O18O	dioxide
68	Zn	S	34S17O17O	dioxide
68	Zn	S	33S17O18O	dioxide
68	Zn	S	32S18O18O	dioxide
68	Zn	Si	28Si40Ar	argide
68	Zn	Ti	50Ti18O	oxide
68	Zn	Ti	50Ti17O1H	hydroxide
68	Zn	Ti	49Ti18O1H	hydroxide
68	Zn	V	51V17O	oxide
68	Zn	V	51V16O1H	hydroxide
68	Zn	V	50V18O	oxide
68	Zn	V	50V17O1H	hydroxide
68	Zn	Cl	35Cl16O16O1H	other polyatomic
68	Zn	Cl	37Cl14N16O1H	hydroxide
68	Zn	Cl	35Cl16O17O	dioxide
68	Zn	Zn	67Zn1H	hydride
68	Zn	Si	30Si38Ar	argide
68	Zn	Ar	40Ar14N14N	argide
68	Zn	Ar	32S36Ar	argide
68	Zn	Ar	28Si40Ar	argide
68	Zn	Ar	30Si38Ar	argide
68	Zn	Ar	11B40Ar17O	other polyatomic
68	Zn	Ar	10B40Ar18O	other polyatomic
68	Zn	Ar	12C16O40Ar	other polyatomic
69	Ga	B	11B40Ar18O	other polyatomic
69	Ga	S	36S16O16O1H	other polyatomic
69	Ga	Ar	38Ar14N16O1H	hydroxide
69	Ga	Ar	36Ar16O16O1H	other polyatomic
69	Ga	Ar	36Ar17O17O	dioxide
69	Ga	Ar	36Ar16O17O	dioxide
69	Ga	Ba	137Ba++	doubly charged
69	Ga	Ba	138Ba++	doubly charged
69	Ga	Ce	138Ce++	doubly charged
69	Ga	Cl	35Cl16O18O	dioxide
69	Ga	Cl	35Cl17O17O	dioxide
69	Ga	Cl	37Cl16O16O	dioxide
69	Ga	Cr	53Cr16O	oxide
69	Ga	Cr	52Cr16O1H	hydroxide
69	Ga	La	139La++	doubly charged
69	Ga	Na	23Na14N16O16O	other polyatomic
69	Ga	P	31P38Ar	argide
69	Ga	S	33S36Ar	argide
69	Ga	S	33S18O18O	dioxide
69	Ga	S	34S17O18O	dioxide
69	Ga	S	36S16O17O	dioxide
69	Ga	S	36S16O16O1H	other polyatomic
69	Ga	S	33S36S	sulfide
69	Ga	Si	29SiAr40	argide
69	Ga	Ti	50Ti18O1H	hydroxide
69	Ga	V	51V18O	oxide
69	Ga	V	51V17O1H	hydroxide
69	Ga	V	50V18O1H	hydroxide
69	Ga	Zn	68Zn1H	hydride
69	Ga	Ar	31P38Ar	argide
69	Ga	Ar	33S36Ar	argide
69	Ga	Ar	29SiAr40	argide
69	Ga	Ar	11B40Ar18O	other polyatomic
69	Ga	N	23Na14N16O16O	other polyatomic
70	Ge	Ar	38Ar16O16O	dioxide
70	Zn	Ar	38Ar16O16O	dioxide
70	Ge	Ar	36Ar16O18O	dioxide
70	Zn	Ar	36Ar16O18O	dioxide
70	Zn	La	139La++	doubly charged
70	Ge	La	139La++	doubly charged
70	Zn	Al	27Al27Al16O	oxide
70	Zn	Ce	140Ce++	doubly charged
70	Zn	Cr	54Cr16O	oxide
70	Zn	Ar	40Ar14N16O	other polyatomic
70	Zn	Cr	53Cr16O1H	hydroxide
70	Zn	Cr	52Cr16O1H1H	other polyatomic
70	Zn	Fe	54Fe16O	oxide
70	Zn	Ga	69Ga1H	hydride
70	Zn	Pr	141Pr++	doubly charged
70	Zn	Si	30SiAr40	argide
70	Zn	V	51V18O1H	hydroxide
70	Ge	Al	27Al27Al16O	oxide
70	Ge	Ce	140Ce++	doubly charged
70	Ge	Cr	54Cr16O	oxide
70	Ge	Ar	40Ar14N16O	other polyatomic
70	Ge	Cr	53Cr16O1H	hydroxide
70	Ge	Cr	52Cr16O1H1H	other polyatomic
70	Ge	Fe	54Fe16O	oxide
70	Ge	Ga	69Ga1H	hydride
70	Ge	Pr	141Pr++	doubly charged
70	Ge	Si	30SiAr40	argide
70	Ge	V	51V18O1H	hydroxide
70	Ge	S	34S36Ar	argide
70	Zn	S	34S36Ar	argide
70	Ge	S	32S38Ar	argide
70	Zn	S	32S38Ar	argide
70	Zn	Ge	70Ge	elemental
70	Ge	Zn	70Zn	elemental
70	Zn	Ar	30SiAr40	argide
70	Ge	Ar	30SiAr40	argide
70	Ge	Ar	34S36Ar	argide
70	Zn	Ar	34S36Ar	argide
70	Ge	Ar	32S38Ar	argide
70	Zn	Ar	32S38Ar	argide
70	Zn	N	40Ar14N16O	other polyatomic
70	Ge	N	40Ar14N16O	other polyatomic
71	Ga	Ar	40Ar14N16O1H	hydroxide
71	Ga	Ar	38Ar16O17O	dioxide
71	Ga	Ar	38Ar16O16O1H	other polyatomic
71	Ga	Pr	141Pr++	doubly charged
71	Ga	Ar	40Ar15N16O	other polyatomic
71	Ga	Ar	40Ar14N16O1H	other polyatomic
71	Ga	Ce	142Ce++	doubly charged
71	Ga	Cl	35Cl35Cl1H	other polyatomic
71	Ga	Cl	35Cl18O18O	dioxide
71	Ga	Cl	37Cl16O18O	dioxide
71	Ga	Cl	37Cl17O17O	dioxide
71	Ga	Cl	35Cl36Ar	argide
71	Ga	Cr	54Cr16O1H	hydroxide
71	Ga	Cr	53Cr16O1H1H	other polyatomic
71	Ga	Fe	54Fe16O1H	hydroxide
71	Ga	Ge	70Ge1H	hydride
71	Ga	Mn	55Mn16O	oxide
71	Ga	Nd	142Nd++	doubly charged
71	Ga	P	31P40Ar	argide
71	Ga	S	33S38Ar	argide
71	Ga	S	36S17O18O	dioxide
71	Ga	Zn	70Zn1H	hydride
71	Ga	Ar	35Cl36Ar	argide
71	Ga	Ar	31P40Ar	argide
71	Ga	Ar	33S38Ar	argide
71	Ga	N	40Ar15N16O	other polyatomic
71	Ga	N	40Ar14N16O1H	other polyatomic
72	Ge	Ar	38Ar17O17O	dioxide
72	Ge	Ar	40Ar16O16O	dioxide
72	Ge	Ar	38Ar16O18O	dioxide
72	Ge	Mn	55Mn17O	oxide
72	Ge	S	36S36Ar	argide
72	Ge	Ar	36Ar36Ar	argide
72	Ge	Ca	40Ca16O16O	dioxide
72	Ge	Fe	56Fe16O	oxide
72	Ge	Ga	71Ga1H	hydride
72	Ge	Mn	55Mn16O1H	hydroxide
72	Ge	Nd	144Nd++	doubly charged
72	Ge	S	32S40Ar	argide
72	Ge	S	34S38Ar	argide
72	Ge	S	36S36S	sulfide
72	Ge	Sm	144Sm++	doubly charged
72	Ge	Ar	36Ar36Ar	argide
72	Ge	Nd	145Nd++	doubly charged
72	Ge	Ar	36S36Ar	argide
72	Ge	Ar	36Ar36Ar	argide
72	Ge	Ar	32S40Ar	argide
72	Ge	Ar	34S38Ar	argide
72	Ge	Ar	36Ar36Ar	argide
73	Ge	Ar	40Ar16O17O	dioxide
73	Ge	Ar	40Ar16O16O1H	other polyatomic
73	Ge	Mn	55Mn18O	oxide
73	Ge	Mn	55Mn17O1H	hydroxide
73	Ga	S	33S40Ar	argide
73	Ge	Cl	37Cl36Ar	argide
73	Ge	Fe	57Fe16O	oxide
73	Ge	Fe	56Fe16O1H	hydroxide
73	Ge	Ge	72Ge1H	hydride
73	Ge	Nd	145Nd++	doubly charged
73	Ge	Nd	146Nd++	doubly charged
73	Ge	Sm	147Sm++	doubly charged
73	Ge	Ar	36Ar36Ar1H	hydride
73	Ga	Ar	33S40Ar	argide
73	Ge	Ar	37Cl36Ar	argide
74	Ge	Ar	40Ar17O17O	dioxide
74	Se	Ar	40Ar17O17O	dioxide
74	Ge	Ar	38Ar18O18O	dioxide
74	Se	Ar	38Ar18O18O	dioxide
74	Ge	Ar	40Ar16O18O	dioxide
74	Se	Ar	40Ar16O18O	dioxide
74	Ge	S	36S38Ar	argide
74	Se	S	36S38Ar	argide
74	Ge	Ca	42Ca16O16O	dioxide
74	Se	Ca	42Ca16O16O	dioxide
74	Se	Mn	55Mn18O1H	hydroxide
74	Ge	Mn	55Mn18O1H	hydroxide
74	Ge	S	34S40Ar	argide
74	Se	S	34S40Ar	argide
74	Ge	Ar	36Ar38Ar	argide
74	Ge	Fe	57Fe16O1H	hydroxide
74	Ge	Fe	58Fe16O	oxide
74	Ge	Ge	73Ge1H	hydride
74	Ge	Nd	148Nd++	doubly charged
74	Ge	Ni	58Ni16O	oxide
74	Se	Sm	147Sm++	doubly charged
74	Ge	Sm	147Sm++	doubly charged
74	Ge	Sm	148Sm++	doubly charged
74	Se	Ar	36Ar38Ar	argide
74	Se	Fe	57Fe16O1H	hydroxide
74	Se	Fe	58Fe16O	oxide
74	Se	Ge	73Ge1H	hydride
74	Se	Nd	148Nd++	doubly charged
74	Se	Ni	58Ni16O	oxide
74	Se	Sm	148Sm++	doubly charged
74	Ge	Se	74Se	elemental
74	Ge	Ar	36S38Ar	argide
74	Se	Ar	36S38Ar	argide
74	Ge	Ar	34S40Ar	argide
74	Se	Ar	34S40Ar	argide
74	Ge	Ar	36Ar38Ar	argide
74	Se	Ar	36Ar38Ar	argide
75	As	Ca	43Ca16O16O	dioxide
75	As	Cl	35Cl40Ar	argide
75	As	Ca	40Ca35Cl	chloride
75	As	Co	59Co16O	oxide
75	As	Eu	151Eu++	doubly charged
75	As	Fe	58Fe16O1H	hydroxide
75	As	Ge	74Ge1H	hydride
75	As	K	39K36Ar	argide
75	As	Nd	150Nd++	doubly charged
75	As	Ni	58Ni16O1H	hydroxide
75	As	Se	74Se1H	hydride
75	As	Sm	149Sm++	doubly charged
75	As	Sm	150Sm++	doubly charged
75	As	Ar	36Ar38Ar1H	hydride
75	As	Ar	35Cl40Ar	argide
75	As	Ar	39K36Ar	argide
75	As	Cl	40Ca35Cl	chloride
76	Ge	Ar	40Ar18O18O	dioxide
76	Se	Ar	40Ar18O18O	dioxide
76	Se	Ca	44Ca16O16O	dioxide
76	Ge	Ca	44Ca16O16O	dioxide
76	Ge	S	36S40Ar	argide
76	Se	S	36S40Ar	argide
76	Ge	Co	59Co17O	oxide
76	Se	Co	59Co17O	oxide
76	Ge	Sm	149Sm++	doubly charged
76	Se	Sm	149Sm++	doubly charged
76	Se	Eu	151Eu++	doubly charged
76	Se	Ar	36Ar40Ar	argide
76	Se	Ar	38Ar38Ar	argide
76	Se	As	75As1H	hydride
76	Se	Eu	153Eu++	doubly charged
76	Se	Gd	152Gd++	doubly charged
76	Se	K	40K36Ar	argide
76	Se	Ni	60Ni16O	oxide
76	Se	Sm	152Sm++	doubly charged
76	Ge	Eu	151Eu++	doubly charged
76	Ge	Ar	36Ar40Ar	argide
76	Ge	Ar	38Ar38Ar	argide
76	Ge	As	75As1H	hydride
76	Ge	Eu	153Eu++	doubly charged
76	Ge	Gd	152Gd++	doubly charged
76	Ge	K	40K36Ar	argide
76	Ge	Ni	60Ni16O	oxide
76	Ge	Sm	152Sm++	doubly charged
76	Ge	Ca	40Ca36Ar	argide
76	Se	Ca	40Ca36Ar	argide
76	Se	Ge	76Ge	elemental
76	Ge	Se	76Se	elemental
76	Ge	Ar	36S40Ar	argide
76	Se	Ar	36S40Ar	argide
76	Se	Ar	36Ar40Ar	argide
76	Se	Ar	38Ar38Ar	argide
76	Se	Ar	40K36Ar	argide
76	Ge	Ar	36Ar40Ar	argide
76	Ge	Ar	38Ar38Ar	argide
76	Ge	Ar	40K36Ar	argide
76	Ge	Ar	40Ca36Ar	argide
76	Se	Ar	40Ca36Ar	argide
77	Se	Ca	46Ca16O16O	dioxide
77	Se	Ca	42Ca35Cl	chloride
77	Se	Co	59Co18O	oxide
77	Se	Ar	36Ar40Ar1H	hydride
77	Se	Ar	38Ar38Ar1H	hydride
77	Se	Cl	37Cl40Ar	argide
77	Ge	Eu	153Eu++	doubly charged
77	Se	Gd	154Gd++	doubly charged
77	Se	Gd	155Gd++	doubly charged
77	Se	Ge	76Ge1H	hydride
77	Se	K	41K36Ar	argide
77	Se	K	39K38Ar	argide
77	Se	La	138La16O++	doubly charged polyatomic
77	Se	Ni	61Ni16O	oxide
77	Se	Ni	60Ni16O1H	hydroxide
77	Se	Se	76Se1H	hydride
77	Se	Sm	154Sm++	doubly charged
77	Se	La	139La16O++	doubly charged polyatomic
77	Se	Ar	37Cl40Ar	argide
77	Se	Ar	41K36Ar	argide
77	Se	Ar	39K38Ar	argide
77	Se	Cl	42Ca35Cl	chloride
77	Se	O	138La16O++	doubly charged polyatomic
77	Se	O	139La16O++	doubly charged polyatomic
78	Se	Ca	43Ca35Cl	chloride
78	Se	Gd	155Gd++	doubly charged
78	Se	Ar	38Ar40Ar	argide
78	Se	Cl	37Cl40Ar1H	hydride
78	Se	Ca	42Ca36Ar	argide
78	Se	Ca	40Ca38Ar	argide
78	Se	Dy	156Dy++	doubly charged
78	Se	Gd	156Gd++	doubly charged
78	Se	Gd	157Gd++	doubly charged
78	Se	K	40K38Ar	argide
78	Se	Kr	78Kr	plasma
78	Se	La	139La16O++	doubly charged polyatomic
78	Se	Ni	62Ni16O	oxide
78	Se	Ni	61Ni16O1H	hydroxide
78	Se	Se	77Se1H	hydride
78	Se	Ar	38Ar40Ar	argide
78	Se	Ar	42Ca36Ar	argide
78	Se	Ar	40Ca38Ar	argide
78	Se	Ar	40K38Ar	argide
78	Se	Cl	43Ca35Cl	chloride
78	Se	O	139La16O++	doubly charged polyatomic
79	Br	Ca	44Ca35Cl	chloride
79	Br	Ca	43Ca36Ar	argide
79	Br	Ar	40Ar38Ar1H	hydride
79	Br	Cu	63Cu16O	oxide
79	Br	Dy	158Dy++	doubly charged
79	Br	Gd	158Gd++	doubly charged
79	Br	K	39K40Ar	argide
79	Br	K	41K38Ar	argide
79	Br	Ni	62Ni16O1H	hydroxide
79	Br	Se	78Se1H	hydride
79	Br	Ca	42Ca37Cl	chloride
79	Br	Ar	43Ca36Ar	argide
79	Br	Ar	39K40Ar	argide
79	Br	Ar	41K38Ar	argide
79	Br	Cl	44Ca35Cl	chloride
79	Br	Cl	42Ca37Cl	chloride
80	Se	Ca	42Ca38Ar	argide
